book_title,challenge_reasons,num_reasons,primary_reason
Ready When You Are,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Race & systemic inequality,3,Age-appropriateness concerns
The Dirt on Sex,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Half a Chance,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
Touch Blue,Age-appropriateness concerns,1,Age-appropriateness concerns
When We Collided,Age-appropriateness concerns; Mental health & trauma; Sexual or romantic content,3,Age-appropriateness concerns
Tweet Cute,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
I am Number Four,Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
The Fall of Five,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
The Fate of Ten,Age-appropriateness concerns,1,Age-appropriateness concerns
The Power of Six,Age-appropriateness concerns,1,Age-appropriateness concerns
The Revenge of Seven,Age-appropriateness concerns,1,Age-appropriateness concerns
The Rise of Nine,Age-appropriateness concerns,1,Age-appropriateness concerns
United As One,,0,Uncategorized
Imogen Cunningham: Ideas Without End,,0,Uncategorized
Unlock Your Storybook Heart,Gender politics & feminism; LGBTQ+ identity & sexuality; Mental health & trauma,3,Gender politics & feminism
Who Killed These Girls?: The Unsolved Murders That Rocked a Texas Town,Sexual or romantic content; Violence & mature themes,2,Sexual or romantic content
Champion,Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
Prodigy,Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
Rebel,Age-appropriateness concerns,1,Age-appropriateness concerns
The Midnight Star,Age-appropriateness concerns; Religion & worldview; Sexual or romantic content; Violence & mature themes,4,Age-appropriateness concerns
The Rose Society,Age-appropriateness concerns; Religion & worldview; Sexual or romantic content; Violence & mature themes,4,Age-appropriateness concerns
The Young Elites,Age-appropriateness concerns; Religion & worldview; Sexual or romantic content; Violence & mature themes,4,Age-appropriateness concerns
Warcross,Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
Wildcard,Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
"Character, Driven",Age-appropriateness concerns,1,Age-appropriateness concerns
The Bourne Identity,Violence & mature themes,1,Violence & mature themes
The Bourne Supremacy,Violence & mature themes,1,Violence & mature themes
The Bourne Ultimatum,Violence & mature themes,1,Violence & mature themes
The Invisible Boy,Age-appropriateness concerns,1,Age-appropriateness concerns
So This is Ever After,Age-appropriateness concerns,1,Age-appropriateness concerns
Brave New Girl,Age-appropriateness concerns,1,Age-appropriateness concerns
The Alliance,,0,Uncategorized
We Speak in Storms,Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
Like Other Girls,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Sexual or romantic content,3,Age-appropriateness concerns
Bump and Run,,0,Uncategorized
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Violence & mature themes,1,Violence & mature themes
The Spellman Files,,0,Uncategorized
The Swallows,Violence & mature themes,1,Violence & mature themes
Blood of my Blood,Violence & mature themes,1,Violence & mature themes
Game,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
I Hunt Killers,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
The Astonishing Adventures of Fanboy and Goth Girl,Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
Iceman,Age-appropriateness concerns,1,Age-appropriateness concerns
Inexcusable,Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
Irreversible,Age-appropriateness concerns,1,Age-appropriateness concerns
Killing Time in Crystal City,Age-appropriateness concerns,1,Age-appropriateness concerns
Messed Up,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
Dreamplace,Age-appropriateness concerns,1,Age-appropriateness concerns
Sorrow's Kitchen: The Life and Folklore of Zora Neale Hurston,Age-appropriateness concerns,1,Age-appropriateness concerns
A Court of Silver Flames,Sexual or romantic content; Violence & mature themes,2,Sexual or romantic content
Corona de Medianoche,Age-appropriateness concerns,1,Age-appropriateness concerns
Imperio de Tormentas,Age-appropriateness concerns,1,Age-appropriateness concerns
Reino de Cenizas,Age-appropriateness concerns,1,Age-appropriateness concerns
Torre del Alba,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
The Dragon Factory,Violence & mature themes,1,Violence & mature themes
"Tigers, Not Daughters",Age-appropriateness concerns,1,Age-appropriateness concerns
Crush (CM),Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
The Way We Work: Getting to Know the Amazing Human Body,Age-appropriateness concerns,1,Age-appropriateness concerns
Fall on Your Knees,Violence & mature themes,1,Violence & mature themes
Company Commander: The Classic Infantry Memoir of World War II,Violence & mature themes,1,Violence & mature themes
Easter Rising: A Memoir of Roots and Rebellion,Race & systemic inequality; Violence & mature themes,2,Race & systemic inequality
"Harrison Dwight, Ballerina and Knight",Age-appropriateness concerns,1,Age-appropriateness concerns
Téo's Tutu,Age-appropriateness concerns; Gender politics & feminism; LGBTQ+ identity & sexuality,3,Age-appropriateness concerns
Boost,Age-appropriateness concerns,1,Age-appropriateness concerns
Tangled,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
"The Earth, My Butt, and Other Big Round Things",Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
"Vegan, Virgin, Valentine",Age-appropriateness concerns,1,Age-appropriateness concerns
Operatic,Age-appropriateness concerns,1,Age-appropriateness concerns
The Perfect Girl,,0,Uncategorized
92 Pacific Boulevard,Sexual or romantic content,1,Sexual or romantic content
Orchard Valley Grooms,Sexual or romantic content,1,Sexual or romantic content
The Ghost Runner,Age-appropriateness concerns,1,Age-appropriateness concerns
September Girls,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Nevada's Red Rock Canyon : The Story Behind the Scenery,,0,Uncategorized
All This Twisted Glory,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
Believe Me,Age-appropriateness concerns,1,Age-appropriateness concerns
Destroy Me,Age-appropriateness concerns,1,Age-appropriateness concerns
Find Me,Violence & mature themes,1,Violence & mature themes
Unite Me,Age-appropriateness concerns; Sexual or romantic content; Violence & mature themes,3,Age-appropriateness concerns
The Hike,Violence & mature themes,1,Violence & mature themes
37 Things I Love (in no particular order),Age-appropriateness concerns,1,Age-appropriateness concerns
How It Went Down,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
Cress Watercress,Age-appropriateness concerns,1,Age-appropriateness concerns
Son of a Witch,Religion & worldview,1,Religion & worldview
Wicked: Memorias de una bruja mala,,0,Uncategorized
Blood and Honey,Age-appropriateness concerns,1,Age-appropriateness concerns
Gods and Monsters,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Serpent and Dove,,0,Uncategorized
The Executioner's Song,Violence & mature themes,1,Violence & mature themes
Oprah Winfrey: The Real Story,,0,Uncategorized
Giants,,0,Uncategorized
The Fixer (BM),Violence & mature themes,1,Violence & mature themes
The Natural,,0,Uncategorized
"Fat Chance, Charlie Vega",Age-appropriateness concerns,1,Age-appropriateness concerns
King Arthur and the Knights of the Round Table (STM),,0,Uncategorized
Glengarry Glen Ross,,0,Uncategorized
The Want Monsters: And How They Stopped Ruling My World,Age-appropriateness concerns,1,Age-appropriateness concerns
The Once And Future Geek,Age-appropriateness concerns,1,Age-appropriateness concerns
Color Outside the Lines: Stories About Love,,0,Uncategorized
Station Eleven,Violence & mature themes,1,Violence & mature themes
Kingdom of the Cursed,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
Kingdom of the Feared,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
The Degenerates,Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
Plenty of Hugs,Age-appropriateness concerns; LGBTQ+ identity & sexuality,2,Age-appropriateness concerns
Good Idea,Age-appropriateness concerns; LGBTQ+ identity & sexuality; Violence & mature themes,3,Age-appropriateness concerns
Daughter of the Forest,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Escape from Chernobyl,Age-appropriateness concerns,1,Age-appropriateness concerns
Nectar in a Sieve,,0,Uncategorized
Slightly Single,Sexual or romantic content,1,Sexual or romantic content
Fragile Eternity,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Ink Exchange,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
Wicked Lovely,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
A Volcano Beneath the Snow: John Brown's War Against Slavery,Age-appropriateness concerns; Race & systemic inequality; Violence & mature themes,3,Age-appropriateness concerns
Thomas Paine: Crusader for Liberty,Age-appropriateness concerns,1,Age-appropriateness concerns
A Killing Frost,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
Burning for Revenge,Age-appropriateness concerns; Mental health & trauma; Violence & mature themes,3,Age-appropriateness concerns
"Darkness, Be My Friend",Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
The Dead of Night,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
The Night Is For Hunting,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
The Other Side of Dawn,Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
"Tomorrow, When the War Began",Age-appropriateness concerns; Violence & mature themes,2,Age-appropriateness concerns
Life of Pi,,0,Uncategorized
A Knight of the Seven Kingdoms,,0,Uncategorized
The Mystery Knight,,0,Uncategorized
The Official a Game of Thrones Coloring Book: An Adult Coloring Book,,0,Uncategorized
Shopgirl,,0,Uncategorized
"Jackie ""The Joke Man"" Martling's Disgustingly Dirty Joke Book",,0,Uncategorized
"Fairy Tail, Vol. 1",,0,Uncategorized
"Fairy Tail, Vol. 2",,0,Uncategorized
"Fairy Tail, Vol. 5",,0,Uncategorized
Without Annette,,0,Uncategorized
Cendrillon (Opera),,0,Uncategorized
Paper Dollhouse: A Memoir,,0,Uncategorized
Kaffir Boy: An Autobiography - The True Story of a Black Youth's Coming of Age in Apartheid South Africa,Race & systemic inequality,1,Race & systemic inequality
Strange Intimacy,Sexual or romantic content,1,Sexual or romantic content
Learning to Breathe,Age-appropriateness concerns; Race & systemic inequality,2,Age-appropriateness concerns
The Twelve Tribes of Hattie,,0,Uncategorized
Since You've Been Gone,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
The Unexpected Everything,Age-appropriateness concerns; Sexual or romantic content,2,Age-appropriateness concerns
"Assassination Classroom (Series, Title Not Specified)",,0,Uncategorized
Tales of the City,LGBTQ+ identity & sexuality,1,LGBTQ+ identity & sexuality
The Secret Diary of Anne Boleyn,Sexual or romantic content; Violence & mature themes,2,Sexual or romantic content
The Missing Girl,Age-appropriateness concerns; Mental health & trauma; Violence & mature themes,3,Age-appropriateness concerns
When She Was Good,Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
From Ashes,Age-appropriateness concerns; Mental health & trauma; Sexual or romantic content,3,Age-appropriateness concerns
The Miscalculations of Lightning Girl,Age-appropriateness concerns,1,Age-appropriateness concerns
The Good Lord Bird,Race & systemic inequality; Violence & mature themes,2,Race & systemic inequality
"Hold Me Closer, Necromancer",Age-appropriateness concerns,1,Age-appropriateness concerns
Perfect Fifths,Age-appropriateness concerns,1,Age-appropriateness concerns
Second Helpings,Age-appropriateness concerns,1,Age-appropriateness concerns
Dragonflight,Age-appropriateness concerns; Mental health & trauma,2,Age-appropriateness concerns
Dragonquest,,0,Uncategorized
