book_title,author
Penultimate Quest,"Brown, Lars"
The Phantom Twin,"Brown, Lisa"
Christmas in the Barn,"Brown, Margaret Wise"
Fred Gets Dressed,"Brown, Peter"
Pierce Brown's Red Rising: Sons of Ares - An Original Graphic Novel,"Brown, Pierce"
Woke: A Young Poets Call to Justice,"Browne, Mahogany L."
Killer of Enemies,"Bruchac, Joseph"
The Hill,"Bryan, Ali"
Art: A World History,"Buchholz, Elke Linda"
The Good Earth (Graphic Adaptation),"Buck, Pearl S."
Kneel,"Buford, Candace"
The Best We Could Do: An Illustrated Memoir,"Bui, Thi"
"Bone Parish, Vol. 1","Bunn, Cullen"
"Bone Parish, Vol. 2","Bunn, Cullen"
"Bone Parish, Vol. 3","Bunn, Cullen"
Gay Rights Activists,"Burns, Kate"
Gays and Lesbians,"Burns, Kate"
Medusa,"Burton, Jessie"
Kindred: A Graphic Novel Adaptation,"Butler, Octavia E."
Parable of the Sower,"Butler, Octavia E."
Parable of the Talents,"Butler, Octavia E."
Tell Me Three Things,"Buxbaum, Julie"
Ready or Not,"Cabot, Meg"
Victoria and the Rogue,"Cabot, Meg"
There's No Place Like Home,"Calonita, Jen"
The Boy Who Dared,"Campbell Bartoletti, Susan"
The Essential Hieronymus Bosch,"Campbell, W. John"
The Stranger: The Graphic Novel,"Camus, Albert"
"Chicken Soup for the Teenage Soul: 101 Stories of Life, Love, and Learning","Canfield, Jack"
The Heartbreak Bakery,"Capetta, A. R."
Foul is Fair,"Capin, Hannah"
X-Men: Age of X,"Carey, Mike"
The Hunting Accident: A True Story of Crime and Poetry,"Carlson, David L."
Bitterblue,"Cashore, Kristin"
Graceling,"Cashore, Kristin"
Burned (PCC),"Cast, P. C."
Chosen,"Cast, P. C."
Soupy Leaves Home,"Castellucci, Cecil"
The Fourth Closet: Five Nights at Freddy’s,"Cawthon, Scott"
Super Sisters,"Cazenove, Christopher"
Children's Bible Stories from Genesis to Daniel,"Chaikin, Miriam"
American Panda,"Chao, Gloria"
Eden Conquered,"Charbonneau, Joelle"
All Because You Matter,"Charles, Tami"
The Canterbury Tales,"Chaucer, Geoffrey"
Art That Changed the World,"Chilvers, Ian"
Writing and Illustrating the Graphic Novel: Everything You Need to Know to Create Great Graphic Works,"Chinn, Mike"
Emergency Contact,"Choi, Mary H.K."
Yolk,"Choi, Mary H.K."
Al Capone Does My Shirts,"Choldenko, Gennifer"
The Christmas Story,"Chorao, Kay"
Stolen,"Christopher, Lucy"
Mixed: A Colorful Story,"Chung, Arree"
Why Comics?: From Underground to Everywhere,"Chute, Hillary L."
Joe Hill's The Cape: 1969,"Ciaramella, Jason"
City of Heavenly Fire,"Clare, Cassandra"
Clockwork Princess,"Clare, Cassandra"
Lady Midnight,"Clare, Cassandra"
Lord of Shadows,"Clare, Cassandra"
Queen of Air and Darkness,"Clare, Cassandra"
Things Hoped For,"Clements, Andrew"
Ready Player One,"Cline, Ernest"
Patience,"Clowes, Daniel"
Dash & Lily's Book of Dares,"Cohn, Rachel"
Gingerbread,"Cohn, Rachel"
City Love,"Colasanti, Susane"
The Only Black Girls in Town,"Colbert, Brandy"
Illegal,"Colfer, Eoin"
Catching Fire,"Collins, Suzanne"
Mockingjay,"Collins, Suzanne"
The Hunger Games,"Collins, Suzanne"
The New Oxford Annotated Bible with Apocrypha: New Revised Standard Version,"Coogan, Michael D."
"Eleanor Roosevelt, Fighter for Justice: Her Impact on the Civil Rights Movement, the White House, and the World","Cooper, Ilene"
"Student Reader Grade 3 Unit 6: Gods, Giants, and Dwarves",CoreKnowledge
The ABCs of Black History,"Cortez, Rio"
"Scenic Art for the Theatre: History, Tools and Techniques","Crabtree, Susan"
Prey,"Crichton, Michael"
My Last Summer with Cass,"Crilley, Mark"
Original Fake,"Cronn-Mills, Kirstin"
"Transgender Lives: Complex Stories, Complex Voices","Cronn-Mills, Kirstin"
The Adventures of Honey and Leon,"Cumming, Alan"
Art: Annotated Guides,"Cumming, Robert"
Murder Complex,"Cummings, Lindsay"
Fire Star,"d'Lacey, Chris"
"The Teenage Guy's Survival Guide: The Real Deal on Going Out, Growing Up, and Other Guy Stuff","Daldry, Jeremy"
King of King Court,"Dandro, Travis"
Glitter,"Daniels, Babygirl"
Court of Lions,"Daud, Somaiya"
Psalms and Proverbs,"Davidson, Alice Joyce"
The Story of Baby Moses,"Davidson, Alice Joyce"
The Story of Creation,"Davidson, Alice Joyce"
The Story of Daniel and the Lions,"Davidson, Alice Joyce"
The Story of Exodus,"Davidson, Alice Joyce"
The Story of Jesus and His Disciples,"Davidson, Alice Joyce"
The Story of Jonah (AJD),"Davidson, Alice Joyce"
The Story of Noah,"Davidson, Alice Joyce"
The Story of the Loaves and Fishes,"Davidson, Alice Joyce"
The Story of the Prodigal Son,"Davidson, Alice Joyce"
The Story of the Tower of Babel,"Davidson, Alice Joyce"
Don't Know Much About Mythology: Everything You Need to Know About the Greatest Stories in Human History but Never Learned,"Davis, Kenneth C."
Blue Bloods,"de la Cruz, Melissa"
Blue Bloods: After Life,"de la Cruz, Melissa"
Gates of Paradise,"de la Cruz, Melissa"
Lost in Time,"de la Cruz, Melissa"
Masquerade,"de la Cruz, Melissa"
Misguided Angel,"de la Cruz, Melissa"
Revelations,"de la Cruz, Melissa"
The Van Alen Legacy,"de la Cruz, Melissa"
Milo Imagines the World,"de la Peña, Matt"
I Wish You All the Best,"Deaver, Mason"
Later Gator,"Deleon, Jana"
The Bible for Young Children,"Delval, Marie-Hélène"
Book of Bible Stories: New International Version,"DePaola, Tomie"
Mary: The Mother of Jesus,"DePaola, Tomie"
The Miracles of Jesus,"DePaola, Tomie"
The Parables of Jesus,"DePaola, Tomie"
The Story of the Three Wise Kings,"DePaola, Tomie"
A Story about Cancer with a Happy Ending,"Desjardins, India"
Wither,"DeStefano, Lauren"
Woman World,"Dhaliwal, Aminder"
Michelangelo: Master of the Italian Renaissance,"Di Cagno, Gabriella"
To Every Thing There is a Season: Verses from Ecclesiastes,"Dillon, Diane"
Raphael: School of Athens,"Dolcetta, Marco"
Poisoned,"Donnelly, Jennifer"
Rogue Wave,"Donnelly, Jennifer"
The Lotterys More or Less,"Donoghue, Emma"
The Lotterys Plus One,"Donoghue, Emma"
Flawed,"Dorfman, Andrea"
Beasts of Burden: Animal Rites,"Dorkin, Evan"
Robin Williams,"Dougan, Andy"
Before I Die,"Downham, Jenny"
Full Bloom: The Art and Life of Georgia O' Keefe,"Drohojowska-Philip, Hunter"
Rebecca,"du Maurier, Daphne"
A Stolen Life,"Dugard, Jaycee"
Same-Sex Parents,"Duhig, Holly"
Parenthesis,"Durand, Elodie"
Vessel (SBD),"Durst, Sarah Beth"
The Quilter's Block Bible,"Eddy, Celia"
Kingdom of the Wicked,"Edginton, Ian"
Girl Talk: The Ultimate Body & Puberty Book for Girls,Editors of Cider Mill Press
Reader's Digest Family Guide to the Bible,Editors of the Reader's Digest
Better Than Perfect,"Elkeles, Simone"
Leaving Paradise,"Elkeles, Simone"
American Psycho,"Ellis, Bret Easton"
Flor Fights Back: A Stonewall Riots Survival Story,"Ellison, Joy Michael"
"Spy x Family, Vol. 1","Endo, Tatsuya"
"Spy x Family, Vol. 2","Endo, Tatsuya"
"Spy x Family, Vol. 3","Endo, Tatsuya"
"Spy x Family, Vol. 4","Endo, Tatsuya"
"Spy x Family, Vol. 5","Endo, Tatsuya"
"Spy x Family, Vol. 6","Endo, Tatsuya"
"Dear Diary, I'm Pregnant: Teenagers Talk About their Pregnancy","Englander, Anrenee"
"Trans Bodies, Trans Selves: A Resource By and for Transgender Communities","Erickson-Schroth, Laura"
Graphic Design: A New History,"Eskilson, Stephen J."
The Dead Inside,"Etler, Cyndy Drew"
We Can't Be Friends: A True Story,"Etler, Cyndy Drew"
Huda F Are You?,"Fahmy, Huda"
Bodies Are Cool,"Feder, Tyler"
Better Nate Than Ever,"Federle, Tim"
The Story of Christmas (PF),"Fehlner, Paul"
Zombies Don't Cry,"Fischer, Rusty"
Animals of the Bible,"Fish, Helen Dean"
David and Goliath (LF),"Fisher, Leonard Everett"
The Seven Days of Creation,"Fisher, Leonard Everett"
The Wailing Wall,"Fisher, Leonard Everett"
Trans Teen Survival Guide,"Fisher, Owl"
The Renaissance,"Fitzpatrick, Anne"
The Apparatus of Death - The Third Reich,"Flaherty, Thomas"
The Rise and Fall of Charles Lindbergh,"Fleming, Candace"
The Chupacabra,"Flitcroft, Jean"
The Pacific Giants,"Flitcroft, Jean"
Adventures of a Kid Magician,"Flom, Justin"
Calvin,"Ford, J. R."
Frankie & Bug,"Forman, Gayle"
I Have Lost My Way,"Forman, Gayle"
If I Stay,"Forman, Gayle"
Where She Went,"Forman, Gayle"
The History of Western Painting,"Forte, Virginia"
All the Bad Apples,"Fowley-Doyle, Moïra"
Overkill: Mass Murder and Serial Killing Exposed,"Fox, James Alan"
Guess What?,"Fox, Mem"
America,"Frank, E. R."
Life is Funny,"Frank, E. R."
The Children's Christmas Pageant,"Frank, Marjorie"
The Big Questions Book of Sex and Consent,"Freitas, Donna"
Grit,"French, Gillian"
The Story of Christmas (VF),"French, Vivian"
Gay Marriage (LSF),"Friedman, Lauri S."
Maid Sama,"Fujiwara, Hiro"
The Book of Pride: LGBTQ Heroes Who Changed the World,"Funk, Mason"
Outlander,"Gabaldon, Diana"
American Gods,"Gaiman, Neil"
"American Gods, Vol. 1: Shadows","Gaiman, Neil"
"American Gods, Vol. 2: My Ainsel","Gaiman, Neil"
Anansi Boys,"Gaiman, Neil"
The Facts in the Case of the Departure of Miss Finch,"Gaiman, Neil"
The Ocean at the End of the Lane,"Gaiman, Neil"
The Human Body in Action,"Gallavotti, Barbara"
Lobizona,"Garber, Romina"
Broken Beautiful Hearts,"Garcia, Kami"
And Still I Rise: Black America Since MLK,"Gates, Henry L."
Imprison the Sky,"Gaughen, A. C."
Not That Bad: Dispatches from Rape Culture,"Gay, Roxane"
The Sacrifice of Darkness,"Gay, Roxane"
The Remarkable Journey of Coyote Sunrise,"Gemeinhart, Dan"
Grass,"Gendry-Kim, Keum Suk"
Blue Window,"Gewirtz, Adina Rishe"
Girl in Pieces,"Glasgow, Kathleen"
Making a Play,"Glines, Abbi"
The Vincent Boys,"Glines, Abbi"
The Essential Salvador Dali,"Goff, Robert"
Silent Christmas,"Goffin, Josse"
Journeys with Elijah: Eight Tales of the Prophet,"Goldin, Barbara Diamond"
A Gift for a Ghost,"González, Borja"
Concealed,"Gonzalez, Christina Diaz"
Antonio's Card/La tarjeta de Antonio,"González, Rigoberto"
The Hill We Climb: An Inaugural Poem for the Country,"Gorman, Amanda"
Dead and the Dark,"Gould, Courtney"
The Essential Mary Cassatt,"Gouveia, Georgette"
Ban This Book,"Gratz, Alan"
Code of Honor,"Gratz, Alan"
Ground Zero,"Gratz, Alan"
Two Degrees,"Gratz, Alan"
"1001 Comics You Must Read Before You Die: The Ultimate Guide to Comic Books, Graphic Novels, and Manga","Gravett, Paul"
Come Back to Me,"Gray, Mila"
Run Away With Me,"Gray, Mila"
Stay with Me,"Gray, Mila"
Icebreaker,"Graziadei, A. L."
The Fault in Our Stars,"Green, John"
Turtles All the Way Down,"Green, John"
"Will Grayson, Will Grayson","Green, John"
Lighter Than My Shadow,"Green, Katie"
Home Run,"Green, Tim"
Left Out,"Green, Tim"
King Solomon and the Queen of Sheba,"Greenberg, Blu"
The Stable Where Jesus Was Born,"Greene, Rhonda Gowler"
André Kertész,"Greenough, Sarah"
Kid Lawyer,"Grisham, John"
The Abduction,"Grisham, John"
The Accomplice,"Grisham, John"
The Accused,"Grisham, John"
The Activist,"Grisham, John"
The Fugitive,"Grisham, John"
The Scandal,"Grisham, John"
Degas: Impressions of a Great Master,"Gruitrooy, Gerhard"
The Freedom Writers Diary,"Gruwell, Erin"
Back to the Drawing Board,"Gudsnuk, Kristen"
Making Friends,"Gudsnuk, Kristen"
Third Time's a Charm,"Gudsnuk, Kristen"
You Too?: 25 Voices Share Their #MeToo Stories,"Gurtler, Janet"
Snow Falling on Cedars,"Guterson, David"
Almost American Girl,"Ha, Robin"
Maiden and Princess,"Haack, Daniel"
"Literary Newsmakers for Students, Vol. 1","Hacht, Anne Marie"
Friends Forever,"Hale, Shannon"
Red: A Crayon's Story,"Hall, Michael"
The Line,"Hall, Teri"
Love is...,"Halperin, Wendy Anderson"
"Always and Forever, Lara Jean","Han, Jenny"
P. S. I Still Love You,"Han, Jenny"
We'll Always Have Summer,"Han, Jenny"
Why We Broke Up,"Handler, Daniel"
Blues: A History of American Music,"Handyside, Christopher"
The 1619 Project: A New Origin Story,"Hannah-Jones, Nikole"
The 1619 Project: Born on the Water,"Hannah-Jones, Nikole"
Dead Until Dark,"Harris, Charlaine"
Protesting Police Violence in Modern America,"Harris, Duchess"
Race and Policing in Modern America,"Harris, Duchess"
Russian Hacking in American Elections (Special Reports),"Harris, Duchess"
The Morning of the World,"Hartman, Bob"
Sex: An Uncensored Introduction,"Hasler, Nikol"
The Children's Illustrated Bible,"Hastings, Selina"
The Illustrated Jewish Bible for Children,"Hastings, Selina"
Mighty Jack and the Goblin King,"Hatke, Ben"
Black Holes and Baby Universes and Other Essays,"Hawking, Stephen"
Baton Twirling is for Me,"Hawkins, Jim W."
Baby Moses,"Hayward, Linda"
Noah's Ark: A Story from the Bible,"Hayward, Linda"
An Introduction to Drawing: An Artist's Guide to Skills & Techniques,"Hazlewood, Robin"
13 Art Inventions Children Show Know,"Heine, Florian"
The Gettysburg Address: A Graphic Adaptation,"Hennessey, Jonathan"
Eyes of the Forest,"Henry, April"
That's Disgusting: Unraveling the Mysteries of Repulsion,"Herz, Rachel"
Aleutian Sparrow,"Hesse, Karen"
The Black Monday Murders,"Hickman, Jonathan"
Not My Idea: A Book About Whiteness,"Higginbotham, Anastasia"
Mother Bruce,"Higgins, Ryan T."
The Parable of the Lily,"Higgs, Liz Curtis"
The Pine Tree Parable,"Higgs, Liz Curtis"
Locke & Key Vol. 1: Welcomeome To Lovecraft,"Hill, Joe"
"Locke & Key, Vol. 5: Clockworks","Hill, Joe"
"Locke & Key, Vol. 6: Alpha & Omega","Hill, Joe"
The Cape,"Hill, Joe"
Wraith,"Hill, Joe"
"Novels for Students, Vol. 60","Hill, Melissa Sue"
"Novels for Students, Vol. 61","Hill, Melissa Sue"
Macbeth: The Graphic Novel,"Hinds, Gareth"
The Dictionary of Cultural Literacy,"Hirsh, Eric Donald"
The Tower of Babel,"Hirsh, Marilyn"
Crystal Kingdom,"Hocking, Amanda"
The Complete Idiot's Guide to Drawing People Illustrated,"Hoddinott, Brenda"
The History of Art,"Hodge, A.N."
Gross Gods,"Hoena, Blake"
Animal Stories,"Hoey, Peter"
Parables: Stories Jesus Told,"Hoffman, Mary"
International Children's Story Bible,"Hollingsworth, Mary"
All-Action Classics No. 3: The Odyssey,Homer
All Your Perfects,"Hoover, Colleen"
Confess,"Hoover, Colleen"
Finding Cinderella,"Hoover, Colleen"
Hopeless,"Hoover, Colleen"
It Ends With Us,"Hoover, Colleen"
It Starts With Us,"Hoover, Colleen"
Layla,"Hoover, Colleen"
Losing Hope,"Hoover, Colleen"
Maybe Not,"Hoover, Colleen"
9-Nov,"Hoover, Colleen"
Regretting You,"Hoover, Colleen"
Reminders of Him,"Hoover, Colleen"
Ugly Love,"Hoover, Colleen"
Verity,"Hoover, Colleen"
Without Merit,"Hoover, Colleen"
Burned (EH),"Hopkins, Ellen"
Closer to Nowhere,"Hopkins, Ellen"
Collateral,"Hopkins, Ellen"
Crank,"Hopkins, Ellen"
Fallout,"Hopkins, Ellen"
Flirtin' With the Monster: Your Favorite Authors on Ellen Hopkins' Crank and Glass,"Hopkins, Ellen"
Glass,"Hopkins, Ellen"
Impulse,"Hopkins, Ellen"
Love Lies Beneath,"Hopkins, Ellen"
Perfect,"Hopkins, Ellen"
Rumble,"Hopkins, Ellen"
Smoke,"Hopkins, Ellen"
Traffick,"Hopkins, Ellen"
Tricks,"Hopkins, Ellen"
What to Do When I'm Gone: A Mother's Wisdom to Her Daughter,"Hopkins, Suzy"
D-Day: The World War II Invasion that Changed History,"Hopkinson, Deborah"
The Deadliest Diseases Then and Now,"Hopkinson, Deborah"
I Never,"Hopper, Laura"
Loving Frank,"Horan, Nancy"
Ark Angel,"Horowitz, Anthony"
Eagle Strike,"Horowitz, Anthony"
Point Blank,"Horowitz, Anthony"
Scorpia,"Horowitz, Anthony"
Scorpia Rising,"Horowitz, Anthony"
Skeleton Key,"Horowitz, Anthony"
Snakehead,"Horowitz, Anthony"
Stormbreaker,"Horowitz, Anthony"
The Gadgets,"Horowitz, Anthony"
My One Hundred Adventures,"Horvath, Polly"
D. Gray-Man,"Hoshino, Katsura"
The Devil's Intern,"Hosie, Donna"
A Thousand Splendid Suns,"Hosseini, Khaled"
Tiger's Destiny,"Houck, Colleen"
"Troublemaker for Justice: The Story of Bayard Rustin, the Man Behind the March on Washington","Houtman, Jacqueline"
Ensnared,"Howard, A. G."
Untamed (AGH),"Howard, A. G."
The Last Halloween: Children,"Howard, Abby"
"Big Bob, Little Bob","Howe, James"
The Misfits,"Howe, James"
Stella,"Hoyle, McCall"
"The Talk: Conversations about Race, Love and Truth","Hudson, Wade"
"We Rise, We Resist, We Raise our Voices","Hudson, Wade"
Blackbird: Book 1 The Great Beast,"Humphries, Sam"
Moses in the Bulrushes,"Hutton, Warwick"
The Sleeping Beauty,"Hyman, Trina Schart"
Millennium Prophecies,"Innes, Brian"
Never Let Me Go,"Ishiguro, Kazuo"
"Gyo, Vol. 1: The Death-Stench Creeps","Ito, Junji"
The Art of Junji Ito: Twisted Visions,"Ito, Junji"
Hero Tales: A Family Treasury of True Stories from the Lives of Christian Heroes,"Jackson, Dave"
Allegedly,"Jackson, Tiffany D."
Grown,"Jackson, Tiffany D."
Good Talk: A Memoir in Conversations,"Jacob, Mira"
Shadowsong,"Jae-Jones, S."
Wintersong,"Jae-Jones, S."
A Baby Doesn't Make the Man: Alternative Sources of Power and Manhood for Young Men,"Jamiolkowski, Raymond"
The Sky is Everywhere,Jandy Nelson
The City We Became: A Novel,"Jemisin, N. K."
I Am Jazz,"Jennings, Jazz"
Green River Killer: A True Detective Story,"Jensen, Jeff"
Even If I Fall,"Johnson, Abigail"
The Creation,"Johnson, James Weldon"
"Aardvarks, Disembark!","Jonas, Ann"
Black is a Rainbow Color,"Joy, Angela"
"Mary's Monster: Love, Madness, and How Mary Shelley Created Frankenstein","Judge, Lita"
Picture Perfect,"Jules, Jacqueline"
A Million Shades of Gray,"Kadohata, Cynthia"
The Art of Comics,"Kallen, Stuart A."
Quackery: A Brief History of the Worst Ways to Cure Everything,"Kang, Lydia"
Those That Wake,"Karp, Jesse"
Joseph and His Coat of Many Colors,"Kassirer, Sue"
Home Body,"Kaur, Rupi"
The Sun and Her Flowers,"Kaur, Rupi"
A Vow So Bold and Deadly,"Kemmerer, Brigid"
Defy the Night,"Kemmerer, Brigid"
Leonardo: Revised Edition,"Kemp, Martin"
Antiracist Baby,"Kendi, Ibram X."
Defending Taylor,"Kenneally, Miranda"
A Family of Poems: My Favorite Poetry for Children,"Kennedy, Caroline"
Him,"Kennedy, Elle"
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody"
The Test,"Kern, Peggy"
Moses in Egypt,"Kessler, Brad"
Darius the Great Deserves Better,"Khorram, Adib"
The Color of Earth,"Kim, Dong Hwa"
Letter from Birmingham Jail,"King Jr., Martin Luther"
Please Ignore Vera Dietz,"King, A. S."
Leonardo and The Last Supper,"King, Ross"
11/22/63: A Novel,"King, Stephen"
Delores Claiborne,"King, Stephen"
Different Seasons: Four Novellas,"King, Stephen"
It,"King, Stephen"
Pet Sematary,"King, Stephen"
Revival,"King, Stephen"
The Dark Tower,"King, Stephen"
The Green Mile,"King, Stephen"
The Mist,"King, Stephen"
Under the Dome,"King, Stephen"
"The Walking Dead, Vol. 11: Fear the Hunters","Kirkman, Robert"
"The Walking Dead, Vol. 4: The Heart's Desire","Kirkman, Robert"
"The Walking Dead, Vol. 7: The Calm Before","Kirkman, Robert"
"The Walking Dead, Vol. 8: Made to Suffer","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 1","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 10","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 13","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 15","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 16","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 2","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 3","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 4","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 6","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 7","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 8","Kirkman, Robert"
"The Walking Dead: A Continuing Story of Survival Horror, Book 9","Kirkman, Robert"
"Naruto, Vol 1: Uzumaki Naruto","Kishimoto, Masashi"
The Truth About Sexual Behavior and Unplanned Pregnancy,"Kittleson, Mark J."
Relish: My Life in the Kitchen,"Knisley, Lucy"
